Virtual User Script started at: 08.10.2024 14:42:17	[MsgId: MMSG-15967]
Action.c(46): t=254836ms: Request done "http://localhost:1080/WebTours/images/hp_logo.png"  	[MsgId: MMSG-26000]
Action.c(46): t=254836ms: 300-byte response headers for "http://localhost:1080/WebTours/images/webtours.png" (RelFrameId=, Internal ID=159)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 08 Oct 2024 11:46:32 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Last-Modified: Mon, 04 Nov 2013 13:47:02 GMT\r\n
Action.c(46):     ETag: "200000000c105-105b-4ea5a26938180"\r\n
Action.c(46):     Accept-Ranges: bytes\r\n
Action.c(46):     Content-Length: 4187\r\n
Action.c(46):     Keep-Alive: timeout=5, max=100\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Content-Type: image/png\r\n
Action.c(46):     \r\n
Action.c(46): t=254837ms: 4187-byte response body for "http://localhost:1080/WebTours/images/webtours.png" (RelFrameId=, Internal ID=159)
Action.c(46): t=254837ms: Request done "http://localhost:1080/WebTours/images/webtours.png"  	[MsgId: MMSG-26000]
Action.c(46): t=254865ms: 328-byte response headers for "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" (RelFrameId=1.2, Internal ID=157)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 08 Oct 2024 11:46:32 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Set-Cookie: MSO=SID&1728387992; path=/\r\n
Action.c(46):     Set-Cookie: MTUserInfo=; path=/; expires=Mon, 07-Oct-2024 11:46:32 GMT\r\n
Action.c(46):     Keep-Alive: timeout=5, max=100\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Transfer-Encoding: chunked\r\n
Action.c(46):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(46):     \r\n
Action.c(46): t=254866ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" (RelFrameId=1.2, Internal ID=157)
Action.c(46):     2ae\r\n
Action.c(46): t=254866ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" (RelFrameId=1.2, Internal ID=157)
Action.c(46):     \r\n
Action.c(46): t=254866ms: 686-byte chunked response body for "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" (RelFrameId=1.2, Internal ID=157)
Action.c(46):     <!-- \n
Action.c(46):      A Session ID has been created and loaded into a cookie called MSO.\n
Action.c(46):      Also, the server options have been loaded into the cookie called\n
Action.c(46):      MSO as well.  The server options can be set via the Admin page.\n
Action.c(46):      --->\n
Action.c(46):     \n
Action.c(46):     <html>\n
Action.c(46):     <title>Web Tours</title>\n
Action.c(46):        <!-- Frame Set -->\n
Action.c(46):        <frameset cols="160,*" border="1" frameborder="1">\n
Action.c(46):           <!-- Navigation Frame -->\n
Action.c(46):           <frame src="nav.pl?in=home" name="navbar" marginheight="2" marginwidth="2" \n
Action.c(46):                 noresize="noresize" scrolling="auto"/>\n
Action.c(46):           <!-- Home Frame -->\n
Action.c(46):           <frame src="/WebTours/home.html" name="info" marginheight="2" marginwidth="2" \n
Action.c(46):                 noresize="noresize" scrolling="auto"/>\n
Action.c(46):        </frameset>\n
Action.c(46):     </html>\n
Action.c(46):     \n
Action.c(46):     </body>\n
Action.c(46):     </html>
Action.c(46): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?in=home" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(46): Detected non-resource "http://localhost:1080/WebTours/home.html" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(46): t=254867ms: Already connected [0] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(46): t=254867ms: 416-byte request headers for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.2.1, Internal ID=160)
Action.c(46):     GET /cgi-bin/nav.pl?in=home HTTP/1.1\r\n
Action.c(46):     Referer: http://localhost:1080/cgi-bin/welcome.pl?signOff=true\r\n
Action.c(46):     Priority: u=2\r\n
Action.c(46):     Upgrade-Insecure-Requests: 1\r\n
Action.c(46):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(46):     .0\r\n
Action.c(46):     Accept-Encoding: gzip, deflate\r\n
Action.c(46):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(46):     Accept: */*\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Host: localhost:1080\r\n
Action.c(46):     Cookie: MSO=SID&1728387992\r\n
Action.c(46):     \r\n
Action.c(46): t=254868ms: Already connected [1] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(46): t=254868ms: 412-byte request headers for "http://localhost:1080/WebTours/home.html" (RelFrameId=1.2.2, Internal ID=161)
Action.c(46):     GET /WebTours/home.html HTTP/1.1\r\n
Action.c(46):     Referer: http://localhost:1080/cgi-bin/welcome.pl?signOff=true\r\n
Action.c(46):     Priority: u=2\r\n
Action.c(46):     Upgrade-Insecure-Requests: 1\r\n
Action.c(46):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(46):     .0\r\n
Action.c(46):     Accept-Encoding: gzip, deflate\r\n
Action.c(46):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(46):     Accept: */*\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Host: localhost:1080\r\n
Action.c(46):     Cookie: MSO=SID&1728387992\r\n
Action.c(46):     \r\n
Action.c(46): t=254869ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" (RelFrameId=1.2, Internal ID=157)
Action.c(46):     0\r\n
Action.c(46):     \r\n
Action.c(46): t=254869ms: Request done "http://localhost:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26000]
Action.c(46): t=254869ms: 298-byte response headers for "http://localhost:1080/WebTours/home.html" (RelFrameId=1.2.2, Internal ID=161)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 08 Oct 2024 11:46:32 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Last-Modified: Mon, 27 May 2013 11:20:22 GMT\r\n
Action.c(46):     ETag: "200000000be51-551-4ddb1559ac980"\r\n
Action.c(46):     Accept-Ranges: bytes\r\n
Action.c(46):     Content-Length: 1361\r\n
Action.c(46):     Keep-Alive: timeout=5, max=99\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Content-Type: text/html\r\n
Action.c(46):     \r\n
Action.c(46): t=254870ms: 1361-byte response body for "http://localhost:1080/WebTours/home.html" (RelFrameId=1.2.2, Internal ID=161)
Action.c(46):     <HTML>\n
Action.c(46):     <HEAD>\n
Action.c(46):     \t<title>Web Tours</title>\n
Action.c(46):     </HEAD>\n
Action.c(46):     <style>\n
Action.c(46):     \tblockquote {font-family: tahoma; font-size : 10pt}\n
Action.c(46):     \tH1 {font-family: tahoma; font-size : 22pt; color: #003366}\n
Action.c(46):     \tsmall {font-family: tahoma; font-size : 8pt}\n
Action.c(46):     \tH3{font-family: tahoma; font-size : 10pt; color: black}\n
Action.c(46):     \tA {FONT-WEIGHT: bold; FONT-SIZE: 10pt; COLOR: black; FONT-FAMILY: Tahoma; TEXT-DECORATIO
Action.c(46):     N: none}\n
Action.c(46):     \tA:hover{ FONT-WEIGHT: bold; FONT-SIZE: 10pt; COLOR: #993333; FONT-FAMILY: Tahoma;TEXT-DE
Action.c(46):     CORATION: underline}\n
Action.c(46):     \tTD {font-family: tahoma; font-size : 10pt; color: black}\n
Action.c(46):     </style>\n
Action.c(46):     <body bgcolor="#e0e7f1">\n
Action.c(46):     <BR/>\n
Action.c(46):     <BR/>\n
Action.c(46):     <BR/>\n
Action.c(46):     <br/>\n
Action.c(46):     <table border="0">\n
Action.c(46):     <tr><td></td></tr>\n
Action.c(46):     <TR><TD></TD></TR>\n
Action.c(46):     <TR><TD>\n
Action.c(46):     <blockquote>\n
Action.c(46):     <H1><b>Web Tours</b></H1>\n
Action.c(46):     Welcome to the Web Tours site.\n
Action.c(46):     <br/>\n
Action.c(46):     To make reservations,please enter your account information to the left.\n
Action.c(46):     <br/>\n
Action.c(46):     If you haven't registered yet, <A href="/cgi-bin/login.pl?username=&amp;password=&amp;getI
Action.c(46):     nfo=true" ><B>sign up now</B></A> to get access to all our resources.\n
Action.c(46):     <br/>\n
Action.c(46):     To configure the server options, use <A href="/cgi-bin/admin.pl" target="body" ><b>adminis
Action.c(46):     tration</b></A> link.\n
Action.c(46):     <br/><br/><br/><br/><br/><br/>\n
Action.c(46):     <br/><small>\n
Action.c(46):     This product uses parts of the SMT Kernel, Copyright (c) 1991-99 <A href="http://www.imati
Action.c(46):     x.com" target="new"><B><small>iMatix Corporation</small></B></A> \n
Action.c(46):     </small>\n
Action.c(46):     </blockquote></TD>\n
Action.c(46):     <TD></TD></TR>\n
Action.c(46):     </table>\n
Action.c(46):     </body>\n
Action.c(46):     </HTML>\n
Action.c(46): t=254872ms: Request done "http://localhost:1080/WebTours/home.html"  	[MsgId: MMSG-26000]
Action.c(46): t=254899ms: 255-byte response headers for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.2.1, Internal ID=160)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 08 Oct 2024 11:46:32 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Expires: Mon, 07 Oct 2024 11:46:32 GMT\r\n
Action.c(46):     Keep-Alive: timeout=5, max=98\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Transfer-Encoding: chunked\r\n
Action.c(46):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(46):     \r\n
Action.c(46): t=254899ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.2.1, Internal ID=160)
Action.c(46):     5d0\r\n
Action.c(46): t=254899ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.2.1, Internal ID=160)
Action.c(46):     \r\n
Action.c(46): t=254899ms: 1488-byte chunked response body for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.2.1, Internal ID=160)
Action.c(46):     <!DOCTYPE html\n
Action.c(46):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(46):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(46):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(46):     <head>\n
Action.c(46):     <title>Web Tours Navigation Bar</title>\n
Action.c(46):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(46):     </head>\n
Action.c(46):     <body bgcolor="#E0E7F1">\n
Action.c(46):     <style>\n
Action.c(46):     blockquote {font-family: tahoma; font-size : 10pt}\n
Action.c(46):     H1 {font-family: tahoma; font-size : 22pt; color: #993333}\n
Action.c(46):     H3 {font-family: tahoma; font-size : 10pt; color: black}\n
Action.c(46):     small {font-family: tahoma; font-size : 8pt}\n
Action.c(46):     </style>\n
Action.c(46):     <form method="post" action="/cgi-bin/login.pl" target="body">\n
Action.c(46):     <input type="hidden" name="userSession" value="140007.127744026HcAVzVzpzDDDDDDDtDcAQpzQQi"
Action.c(46):     />\n
Action.c(46):     <table border="0"><tr><td>&nbsp;</td>\n
Action.c(46):     <td>&nbsp;</td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td>&nbsp;</td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td><small>&nbsp;Username</small></td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td><input type="text" name="username" value="" size="14" maxlength="14"/></td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td><small>&nbsp;Password</small></td>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td><input type="password" name="password" value="" size="14" maxlength="14"/></td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td>&nbsp;</td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td><input type="image" name="login" value="Login" alt="Login" border="1" \n
Action.c(46):     src="/WebTours/images/mer_login.gif"/></td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td><td>&nbsp;</td></tr>\n
Action.c(46):     </table><input type="hidden" name="JSFormSubmit" value="off"/>\n
Action.c(46):     </form>\n
Action.c(46):     \n
Action.c(46):     </body>\n
Action.c(46):     </html>\n
Action.c(46): Found resource "http://localhost:1080/WebTours/images/mer_login.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?in=home"  	[MsgId: MMSG-26659]
Action.c(46): t=254900ms: Already connected [1] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(46): t=254900ms: 414-byte request headers for "http://localhost:1080/WebTours/images/mer_login.gif" (RelFrameId=, Internal ID=162)
Action.c(46):     GET /WebTours/images/mer_login.gif HTTP/1.1\r\n
Action.c(46):     Referer: http://localhost:1080/cgi-bin/nav.pl?in=home\r\n
Action.c(46):     Priority: u=2\r\n
Action.c(46):     Upgrade-Insecure-Requests: 1\r\n
Action.c(46):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(46):     .0\r\n
Action.c(46):     Accept-Encoding: gzip, deflate\r\n
Action.c(46):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(46):     Accept: */*\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Host: localhost:1080\r\n
Action.c(46):     Cookie: MSO=SID&1728387992\r\n
Action.c(46):     \r\n
Action.c(46): t=254900ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.2.1, Internal ID=160)
Action.c(46):     0\r\n
Action.c(46):     \r\n
Action.c(46): t=254900ms: Request done "http://localhost:1080/cgi-bin/nav.pl?in=home"  	[MsgId: MMSG-26000]
Action.c(46): t=254901ms: 298-byte response headers for "http://localhost:1080/WebTours/images/mer_login.gif" (RelFrameId=, Internal ID=162)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 08 Oct 2024 11:46:32 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Last-Modified: Thu, 12 Jan 2012 13:30:28 GMT\r\n
Action.c(46):     ETag: "b300000000c0bf-2a7-4b654c0620500"\r\n
Action.c(46):     Accept-Ranges: bytes\r\n
Action.c(46):     Content-Length: 679\r\n
Action.c(46):     Keep-Alive: timeout=5, max=98\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Content-Type: image/gif\r\n
Action.c(46):     \r\n
Action.c(46): t=254901ms: 679-byte response body for "http://localhost:1080/WebTours/images/mer_login.gif" (RelFrameId=, Internal ID=162)
Action.c(46): t=254901ms: Request done "http://localhost:1080/WebTours/images/mer_login.gif"  	[MsgId: MMSG-26000]
Action.c(46): Registered web_reg_find successful for "Text=Welcome to the Web Tours site." (count=1)  	[MsgId: MMSG-26364]
Action.c(46): web_url("WebTours") was successful, 10078 body bytes, 2373 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(56): Notify: Transaction "open_web_tours" ended with a "Pass" status (Duration: 0,0698 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(57): lr_think_time: 21,00 seconds.	[MsgId: MMSG-15948]
Action.c(59): Notify: Transaction "click_Signup" started.	[MsgId: MMSG-16999]
Action.c(60): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(60): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(61): web_url("login.pl") started  	[MsgId: MMSG-26355]
Action.c(61): t=275913ms: Closed connection [0] to localhost:1080 after completing 3 request(s)  	[MsgId: MMSG-26000]
Action.c(61): t=275913ms: Connecting [0] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(61): t=275913ms: Connected socket [0] from 127.0.0.1:41133 to 127.0.0.1:1080 in 0 ms  	[MsgId: MMSG-26000]
Action.c(61): t=275913ms: 433-byte request headers for "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true" (RelFrameId=1, Internal ID=163)
Action.c(61):     GET /cgi-bin/login.pl?username=&password=&getInfo=true HTTP/1.1\r\n
Action.c(61):     Referer: http://localhost:1080/WebTours/home.html\r\n
Action.c(61):     Priority: u=0, i\r\n
Action.c(61):     Upgrade-Insecure-Requests: 1\r\n
Action.c(61):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(61):     .0\r\n
Action.c(61):     Accept-Encoding: gzip, deflate\r\n
Action.c(61):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(61):     Accept: */*\r\n
Action.c(61):     Connection: Keep-Alive\r\n
Action.c(61):     Host: localhost:1080\r\n
Action.c(61):     Cookie: MSO=SID&1728387992\r\n
Action.c(61):     \r\n
Action.c(61): t=275914ms: Inactive socket [1] was closed by localhost:1080, probably due to Keep-Alive timeout  	[MsgId: MMSG-26000]
Action.c(61): t=275914ms: Closed connection [1] to localhost:1080 after completing 3 request(s)  	[MsgId: MMSG-26000]
Action.c(61): t=275914ms: Inactive socket [2] was closed by localhost:1080, probably due to Keep-Alive timeout  	[MsgId: MMSG-26000]
Action.c(61): t=275914ms: Closed connection [2] to localhost:1080 after completing 1 request(s)  	[MsgId: MMSG-26000]
Action.c(61): t=275952ms: 229-byte response headers for "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true" (RelFrameId=1, Internal ID=163)
Action.c(61):     HTTP/1.1 200 OK\r\n
Action.c(61):     Date: Tue, 08 Oct 2024 11:46:53 GMT\r\n
Action.c(61):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(61):     Expires: 5s\r\n
Action.c(61):     Keep-Alive: timeout=5, max=100\r\n
Action.c(61):     Connection: Keep-Alive\r\n
Action.c(61):     Transfer-Encoding: chunked\r\n
Action.c(61):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(61):     \r\n
Action.c(61): t=275953ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true" (RelFrameId=1, Internal ID=163)
Action.c(61):     97d\r\n
Action.c(61): t=275953ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true" (RelFrameId=1, Internal ID=163)
Action.c(61):     \r\n
Action.c(61): t=275953ms: 2429-byte chunked response body for "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true" (RelFrameId=1, Internal ID=163)
Action.c(61):     <!DOCTYPE html\n
Action.c(61):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(61):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(61):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(61):     <head>\n
Action.c(61):     <title>User Information</title>\n
Action.c(61):     <script src="/WebTours/profileValidate.js" type="text/JavaScript"></script>\n
Action.c(61):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(61):     </head>\n
Action.c(61):     <body bgcolor="#E0E7F1">\n
Action.c(61):     <style>blockquote {font-family: tahoma; font-size : 10pt}H1 {font-family: tahoma; font-siz
Action.c(61):     e : 22pt; color: #993333}small {font-family: tahoma; font-size : 8pt}H3 {font-family: taho
Action.c(61):     ma; font-size : 10pt; color: black}TD {font-family: tahoma; font-size : 10pt; color: black
Action.c(61):     }</style><BR/><center><H1><b><font color="#003366">Customer Profile</font></b></H1></cente
Action.c(61):     r><blockquote><tr><td><B>First time registering? Please complete the form below.</B><BR/>P
Action.c(61):     lease choose a username and password combination for your account.<BR/>We'd also like some
Action.c(61):      additional contact information for yourself. We'll use it as default shipping and billing
Action.c(61):      information when making all your travel arrangements.<P><tr><td align=center><form method
Action.c(61):     ="post" action="login.pl" enctype="application/x-www-form-urlencoded" target="info" onsubm
Action.c(61):     it>\n
Action.c(61):     <table><tr><td align="left"><blockquote>Username : </td> <td align="left"><input type="tex
Action.c(61):     t" name="username"  size="20" /></td></tr> <tr><td align="left"><blockquote>Password : </t
Action.c(61):     d> <td align="left"><input type="password" name="password"  size="20" /></td></tr> <tr><td
Action.c(61):      align="left"><blockquote>Confirm : </td> <td align="left"><input type="password" name="pa
Action.c(61):     sswordConfirm"  size="20" /></td></tr> <tr><td> </td></tr> <tr><td align="left"><blockquot
Action.c(61):     e>First Name : </td> <td align="left"><input type="text" name="firstName"  size="20" /></t
Action.c(61):     d></tr> <tr><td align="left"><blockquote>Last Name : </td> <td align="left"><input type="t
Action.c(61):     ext" name="lastName"  size="20" /></td></tr> <tr><td align="left"><blockquote>Street Addre
Action.c(61):     ss : </td> <td align="left"><input type="text" name="address1"  size="30" /></td></tr> <tr
Action.c(61):     ><td align="left"><blockquote>City/State/Zip : </td> <td align="left"><input type="text" n
Action.c(61):     ame="address2"  size="30" /></td></tr> <tr><td align="left">&nbsp;</td> <td align="right">
Action.c(61):     &nbsp;</td></tr> <tr><td align="center" colspan="2"><input type="image" name="register" sr
Action.c(61):     c="/WebTours/images/button_next.gif" border="0" /></td></tr></table></form></table></block
Action.c(61):     quote>\n
Action.c(61):     </body>\n
Action.c(61):     </html>\n
Action.c(61): Found resource "http://localhost:1080/WebTours/profileValidate.js" in HTML "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true"  	[MsgId: MMSG-26659]
Action.c(61): Found resource "http://localhost:1080/WebTours/images/button_next.gif" in HTML "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true"  	[MsgId: MMSG-26659]
Action.c(61): t=275954ms: Connecting [1] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(61): t=275954ms: Already connected [3] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(61): t=275954ms: 442-byte request headers for "http://localhost:1080/WebTours/profileValidate.js" (RelFrameId=, Internal ID=164)
Action.c(61):     GET /WebTours/profileValidate.js HTTP/1.1\r\n
Action.c(61):     Referer: http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true\r\n
Action.c(61):     Priority: u=0, i\r\n
Action.c(61):     Upgrade-Insecure-Requests: 1\r\n
Action.c(61):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(61):     .0\r\n
Action.c(61):     Accept-Encoding: gzip, deflate\r\n
Action.c(61):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(61):     Accept: */*\r\n
Action.c(61):     Connection: Keep-Alive\r\n
Action.c(61):     Host: localhost:1080\r\n
Action.c(61):     Cookie: MSO=SID&1728387992\r\n
Action.c(61):     \r\n
Action.c(61): t=275954ms: Connected socket [1] from 127.0.0.1:41140 to 127.0.0.1:1080 in 0 ms  	[MsgId: MMSG-26000]
Action.c(61): t=275954ms: 446-byte request headers for "http://localhost:1080/WebTours/images/button_next.gif" (RelFrameId=, Internal ID=165)
Action.c(61):     GET /WebTours/images/button_next.gif HTTP/1.1\r\n
Action.c(61):     Referer: http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true\r\n
Action.c(61):     Priority: u=0, i\r\n
Action.c(61):     Upgrade-Insecure-Requests: 1\r\n
Action.c(61):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(61):     .0\r\n
Action.c(61):     Accept-Encoding: gzip, deflate\r\n
Action.c(61):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(61):     Accept: */*\r\n
Action.c(61):     Connection: Keep-Alive\r\n
Action.c(61):     Host: localhost:1080\r\n
Action.c(61):     Cookie: MSO=SID&1728387992\r\n
Action.c(61):     \r\n
Action.c(61): t=275954ms: reporting user data point RETRY_KEEP_ALIVE  	[MsgId: MMSG-26000]
Action.c(61): RETRY 0: WSA_IO_PENDING  	[MsgId: MMSG-26000]
Action.c(61): t=275955ms: Closed connection [3] to localhost:1080 after completing 1 request(s)  	[MsgId: MMSG-26000]
Action.c(61): t=275955ms: Connecting [3] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(61): t=275955ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true" (RelFrameId=1, Internal ID=163)
Action.c(61):     0\r\n
Action.c(61):     \r\n
Action.c(61): t=275955ms: Request done "http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true"  	[MsgId: MMSG-26000]
Action.c(61): t=275955ms: Connected socket [3] from 127.0.0.1:41141 to 127.0.0.1:1080 in 0 ms  	[MsgId: MMSG-26000]
Action.c(61): t=275955ms: 442-byte request headers for "http://localhost:1080/WebTours/profileValidate.js" (RelFrameId=, Internal ID=164)
Action.c(61):     GET /WebTours/profileValidate.js HTTP/1.1\r\n
Action.c(61):     Referer: http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true\r\n
Action.c(61):     Priority: u=0, i\r\n
Action.c(61):     Upgrade-Insecure-Requests: 1\r\n
Action.c(61):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(61):     .0\r\n
Action.c(61):     Accept-Encoding: gzip, deflate\r\n
Action.c(61):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(61):     Accept: */*\r\n
Action.c(61):     Connection: Keep-Alive\r\n
Action.c(61):     Host: localhost:1080\r\n
Action.c(61):     Cookie: MSO=SID&1728387992\r\n
Action.c(61):     \r\n
Action.c(61): t=275955ms: 299-byte response headers for "http://localhost:1080/WebTours/images/button_next.gif" (RelFrameId=, Internal ID=165)
Action.c(61):     HTTP/1.1 200 OK\r\n
Action.c(61):     Date: Tue, 08 Oct 2024 11:46:53 GMT\r\n
Action.c(61):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(61):     Last-Modified: Thu, 12 Jan 2012 13:30:28 GMT\r\n
Action.c(61):     ETag: "9300000000beca-2f6-4b654c0620500"\r\n
Action.c(61):     Accept-Ranges: bytes\r\n
Action.c(61):     Content-Length: 758\r\n
Action.c(61):     Keep-Alive: timeout=5, max=100\r\n
Action.c(61):     Connection: Keep-Alive\r\n
Action.c(61):     Content-Type: image/gif\r\n
Action.c(61):     \r\n
Action.c(61): t=275955ms: 758-byte response body for "http://localhost:1080/WebTours/images/button_next.gif" (RelFrameId=, Internal ID=165)
Action.c(61): t=275955ms: Request done "http://localhost:1080/WebTours/images/button_next.gif"  	[MsgId: MMSG-26000]
Action.c(61): t=275955ms: 314-byte response headers for "http://localhost:1080/WebTours/profileValidate.js" (RelFrameId=, Internal ID=164)
Action.c(61):     HTTP/1.1 200 OK\r\n
Action.c(61):     Date: Tue, 08 Oct 2024 11:46:53 GMT\r\n
Action.c(61):     Server: Apache/2.2.21 (Win32)\r\n
